linkedin_job_id,company_name,linkedin_company_page,title,job_location,posted_date,applicant_count,salary,description
4337712533,Twine,https://www.linkedin.com/company/twine-net/life,Frontend Developer – Part time,Remote,1 day ago,,Not specified,"About the job Join a dynamic project as a Frontend Developer focused on building a next-generation digital health platform. This part-time role centers on translating detailed specifications and Figma designs into responsive, accessible user interfaces for clinicians, researchers, and community users. The platform supports clinical education, regenerative medicine R&D, workforce upskilling, donor engagement, and analytics, requiring a developer who can deliver robust, privacy-conscious, and user-friendly solutions. You will collaborate closely with product, design, clinical, and engineering teams to deliver high-impact features across clinical education modules, R&D tools, skills tracking, consent-based messaging, analytics dashboards, and a comprehensive component design system. Responsibilities Develop and maintain responsive, accessible UI components using React (or similar frameworks) and TypeScript Implement and enforce design tokens, accessibility standards, and secure user flows Optimize Core Web Vitals and overall frontend performance Build and integrate features for clinical education, R&D support, analytics, and consent-based messaging Collaborate with cross-functional teams to deliver high-quality product features Integrate data visualizations and support learning tool interoperability (xAPI, LTI) Ensure compliance with healthcare privacy and security standards Conduct robust testing and maintain code quality across the platform Skills And Requirements 3+ years of experience in frontend development with React or similar frameworks Proficiency in TypeScript and strong state management skills Demonstrated expertise in accessibility and responsive design Experience with Figma and translating design specs into production-ready code Familiarity with Next.js, data visualization libraries, and single sign-on integrations is a plus Understanding of healthcare compliance and privacy best practices Strong communication skills and ability to work remotely across time zones Experience with component design systems and enforcing design consistency Ability to work independently and collaboratively in a distributed team environment About Twine Twine is a leading freelance marketplace connecting top freelancers, consultants, and contractors with companies needing creative and tech expertise. Trusted by Fortune 500 companies and innovative startups alike, Twine enables companies to scale their teams globally. Our Mission Twine's mission is to empower creators and businesses to thrive in an AI-driven, freelance-first world."
4331733054,The Goat Agency,https://www.linkedin.com/company/the-goat-agency/life,Junior Ruby Full Stack Engineer,United Kingdom,4 days ago,Over 100 applicants,Not specified,"About the job Job Title: Junior Ruby Full Stack Engineer Location: UK - Remote Salary: £32,000.00 - £35,000.00 About The Goat Agency Goat is part of WPP Media (formerly GroupM), the world’s leading media investment company. Since 2015, we've been pioneers in influencer marketing, helping brands leverage the power of social media to achieve real, measurable results. Today, we stand as the global leader in the space, delivering award-winning campaigns across 70+ countries. As part of our team, you'll collaborate with 500+ social natives worldwide, driving cutting-edge influencer campaigns for some of the most exciting brands. Whether it’s short-term activations or long-term ambassador programs, we treat influencer marketing as a full-funnel channel that drives awareness, engagement, and conversions. Our data-driven approach is built on insights from tracking over 100,000 influencers and campaign performance. We combine this with expert relationship management, social-first creative strategy, paid media, and advanced tracking, measurement, and optimisation to deliver results that matter. We’re also proud to be recognised as a recipient of the ‘Top Employer Europe 2024’ certification, underscoring our commitment to fostering a dynamic and supportive work environment. If you’re ready to be part of the team shaping the industry, we’d love to hear from you. About the Opportunity As part of our engineering team, you’ll play a key role in shaping the future of our technology, collaborating with talented professionals to deliver impactful solutions. If you’re passionate about building scalable, high-performing applications and want to be part of a global leader in influencer marketing, this is the perfect opportunity for you. Key Responsibilities: Consistently produce performative and readable code. Contribute to technical discussions involving the future of our proprietary technology IBEX. Reassess and review past code base, refactoring and improving where necessary. Stay informed of modern technologies and best practices that may prove useful to the agency and studying them when possible. Have full comprehension of both Front End and Back End code bases Role Requirements: Strong knowledge of Ruby on Rails and developing API’s. Good knowledge of and experience using Typescript / ReactJS. Experience deploying to Heroku and other Cloud based deployment products. Experience working with a PostgreSQL database. Working knowledge of Git and GitHub. Understanding of GraphQL. Experience working with data warehouses (Clickhouse, Snowflake, GCP etc) (beneficial) Company Culture and Benefits Regular social events and ongoing clubs Provided Latest MacBook Pro laptop to work from Flexi-hours Hybrid Working £200 grant to make your working from home set up comfortable once you’ve passed probation Health and wellbeing allowance once you’ve passed probation Health Insurance after you’ve passed probation Life Insurance Policy 25 Days Holiday plus bank holidays, accruing up to 30 days based on length of service Birthday & Work Anniversary Days Off Length of Service Gifts In-Office Benefits such as beauty treatments & yoga Flexible Bank Holidays Volunteering Days Free Flu Jabs Plus many more!"
4279846826,Speexx,https://www.linkedin.com/company/speexx/life,Online English Language Trainer (d/f/m),"Munich, Bavaria, Germany",Reposted 3 days ago,Over 100 applicants,Not specified,"About the job As a freelance online English Language Trainer with Speexx, you'll be part of an international team that cares! You will be able to immediately make a difference in the lives of our adult learners who come from some of the biggest companies in the world by outfitting them with the tools they need to communicate effectively in the workplace. You will provide virtual 1{{:}}1 and group language training sessions via our platform and will be able to develop and broaden your teaching skills as opportunities arise within the Speexx global network. What You Bring To Speexx Can you answer ""Yes!"" to ALL of the following questions? Are you a proficient speaker (CEFR C2) of English? Have you earned a TEFL, TESOL, or CELTA certificate (120 hours minimum)? Do you currently teach English online and have experience teaching adults? Do you speak a 2nd language at an upper-intermediate level (CEFR B2 level or higher)? (You will be asked to complete a level test to confirm your level) Have you earned a Bachelor's degree or higher? Can you offer a minimum of 25 hours of availability per month? Do you meet the technical requirements (see below)? What Speexx Offers You Be part of an international team! Full integration into our global community of coaches, who care! Work from anywhere and whenever you want 24/7! 100% remote and 100% autonomy over your work schedule Full access to our trainer Academy with loads of professional development content Work made easy{{:}} Google Calendar integration allows you to sync the Speexx calendar with your other freelancing calendars! All teaching materials and content are provided FREE language courses for you, and discounts for family and friends! See what you'll save https{{:}}//shop.speexx.com/shop/ Paid initial and future training Paid and fair cancellation policies A variety of teaching services and/or pedagogical work to maximize your earnings APPLICATION PROCESS Speexx gets back to all candidates who complete the Application Form Completing the Application Form should take approximately 15 minutes You will be asked to upload a C.V., cover letter, and teaching certificate You will be asked to verify that you are tax compliant in the country of your residence You will be asked to verify that you meet the Technical Specifications listed below As a final step on the Application Form, we ask you to provide us with a link to a 1-2 minute introductory video highlighting how your teaching efforts have made a difference in the professional lives of your students Technical Requirements To ensure both you and our clients/users will have an optimal online coaching experience, please check that your specifications meet the following requirements before continuing with your application. Thanks in advance! RAM{{:}} Min 8 GB Latest version of Windows or MAC OS CPU score{{:}} min. 1300 Multi-Core Minimum bandwidth 30 MBit/s download and 10 MBit/s upload Ethernet connection Latest Chrome, Edge, Firefox or Safari browsers Age of machine{{:}} MAC not older than 2018; PC not older than 2020 Speexx Real Time Communication tool (RTC){{:}} Compatibility Android (8.0 and later) iOS (15 or later)"
4312121826,Apaleo,https://www.linkedin.com/company/apaleo/life,Spontaneous Applications (f/m/d),"Munich, Bavaria, Germany",3 weeks ago,,Not specified,"About the job Can't find the right role for you? Don't worry, spontaneous candidates are always welcome at Apaleo! We are working on a highly attractive product that is changing the way hotels manage all their activity. With apaleo, hotels have a platform where they can easily build their enterprise tech stack in a matter of hours. You'll sit alongside a diverse group of industry veterans and young tech geeks, all experts in their respective fields. You'll be encouraged to bring your opinions and voice to the table and help shape the future growth and development of our platform. If you want to have an impact in one of the most promising international start-ups in the hotel industry, located in the heart of Munich, reach out and we will get back at you as soon as something new opens up. Check out more about our team and benefits here: https://apaleo.com/careers We are an Equal Opportunity and Affirmative Action Employer, who encourages applications from all qualified individuals without regard to color, race, religion, gender identity, sex, gender expression, national origin, age, marital status, disability, or to other non-work-related factors."
4305163405,BairesDev,https://www.linkedin.com/company/bairesdev/life,Senior Ruby Developer | REF#285284,"Madrid, Community of Madrid, Spain",1 month ago,,Not specified,"About the job At BairesDev®, we've been leading the way in technology projects for over 15 years. We deliver cutting-edge solutions to giants like Google and the most innovative startups in Silicon Valley. Our diverse 4,000+ team, composed of the world's Top 1% of tech talent, works remotely on roles that drive significant impact worldwide. When you apply for this position, you're taking the first step in a process that goes beyond the ordinary. We aim to align your passions and skills with our vacancies, setting you on a path to exceptional career development and success. As a Senior Ruby Developer, take the lead in developing high-quality web applications using Ruby. Your role includes overseeing project development, mentoring junior developers, and integrating advanced technologies to ensure the creation of efficient, scalable software solutions. What You Will Do Lead and oversee the design and development of sophisticated Ruby applications, aligning them with business and technical requirements. Mentor junior and semi-senior developers, fostering a culture of technical excellence and continuous learning. Make strategic decisions regarding application architecture, database design, and performance optimization in Ruby applications. Champion best practices in code quality, security, and maintainability within the Ruby development team. Drive innovation by exploring and integrating new Ruby gems, tools, and methodologies into existing and future projects. Collaborate with stakeholders, providing technical insights and recommendations, and ensuring the successful delivery of Ruby projects. Here’s What We Are Looking For 4+ years of experience with Ruby. Strong understanding of best practices, such as SOLID and clean code, focusing on scalable solutions. Extensive experience with code reviews, writing automated tests, and implementing CI/CD pipelines. Strong expertise in unit testing, integration testing, and maintaining high code coverage. Demonstrated ability to make informed technical decisions and apply the best approach for each use case. IT infrastructure knowledge. Advanced level of English. How we do make your work (and your life) easier: 100% remote work (from anywhere). Excellent compensation in USD or your local currency if preferred Hardware and software setup for you to work from home. Flexible hours: create your own schedule. Paid parental leaves, vacations, and national holidays. Innovative and multicultural work environment: collaborate and learn from the global Top 1% of talent. Supportive environment with mentorship, promotions, skill development, and diverse growth opportunities. Join a global team where your unique talents can truly thrive!"
4319936253,mycareernow GmbH,https://www.linkedin.com/company/mycareernow/life,Prompt Engineer (m/w/d) – Quereinsteiger willkommen!,"Munich, Bavaria, Germany",5 days ago,,Not specified,"About the job mycareernow GmbH mycareernow ist ein nach AZAV zertifizierter Bildungsträger mit klarem Fokus auf Projektmanagement und Künstliche Intelligenz. Unsere praxisnahen Weiterbildungen bereiten dich gezielt auf den nächsten Karriereschritt vor – mit echten Projekten, erfahrenen Trainer*innen und starkem Bezug zur Arbeitswelt. Ob Prompt Engineering oder den Umgang mit den neuesten KI-Tools: Wir vermitteln dir genau das Know-how, das du für deinen beruflichen Neustart brauchst. Dabei begleiten wir dich persönlich, engagiert und mit einem klaren Ziel: Berufliche Entwicklung soll für alle möglich sein – flexibel, individuell und praxisorientiert. KI verstehen. Prompts gestalten. Zukunft machen. Apps, Chatbots und KI-Tools begleiten uns täglich – Zeit, die Seite zu wechseln! In dieser Weiterbildung wirst du zur gefragten Schnittstelle zwischen Mensch und Maschine: Du lernst, wie moderne KI-Systeme „denken“, wie du sie über gezielte Prompts steuerst und in Unternehmen konkret einsetzt. In 7 Monaten wirst du von Beginner*in zum KI-Profi – remote, praxisnah und mit persönlichem Coaching. Das Erwartet Dich KI von Grund auf: Sprachmodelle, Machine Learning, ChatGPT Prompting praktisch anwenden – in realen Projekten Automatisierung, Datenvisualisierung & KI-Prozessplanung Arbeiten mit Jira, Confluence & agilen Methoden Zertifizierte Abschlüsse von Scrum.org (PSM I, PSPO II, PAL) Dein Profil Quereinsteiger*innen mit Lust auf KI & Zukunftsthemen – ganz egal, aus welcher Branche du kommst. Wiedereinsteiger*innen nach beruflicher Pause – z. B. nach Elternzeit oder gesundheitlichem Ausstieg. Menschen mit ALG I oder Bürgergeld, die ihre Chancen auf dem Arbeitsmarkt deutlich verbessern möchten. Tech-Interesse statt Technikstudium – Neugier auf KI, Tools und agile Methoden reicht völlig aus. Solide PC-Kenntnisse – z. B. Umgang mit E-Mail, Browser und Word. Sprachniveau B2 oder höher – damit du gut folgen kannst. Motivation & Lernbereitschaft – denn Prompt Engineering verändert Karrieren! Deine Vorteile auf einen Blick 100% kostenfrei – mit Bildungsgutschein von der Agentur für Arbeit oder dem Jobcenter. Flexibel & ortsunabhängig lernen – komplett online, ganz bequem von zu Hause aus. Top ausgestattet – auf Wunsch stellen wir dir für die Kursdauer kostenlos ein Laptop zur Verfügung. Praxis pur statt grauer Theorie – du planst, steuerst und präsentierst eigene Projekte. Karriere-Upgrade inklusive – mit individuellem Coaching für deinen Lebenslauf und Bewerbungsgespräche für den erfolgreichen Einstieg ins Berufsleben. Warum gerade jetzt durchstarten? Über 20.000 offene Stellen im Bereich Künstliche Intelligenz & Automatisierung – Tendenz steigend. Einstiegsgehälter ab 50.000€ jährlich – mit viel Potenzial in Tech, Beratung & Produktentwicklung. Prompt Engineering ist das neue Coding: Ein zukunftsweisender Beruf für kreative, analytische Köpfe – gefragt in Start-ups, Agenturen und Großunternehmen."
4317871053,Toloka Annotators,https://www.linkedin.com/company/toloka-annotators/life,Freelance Annotator QA (Spanish),United Kingdom,2 weeks ago,28 applicants,Not specified,"About the job Please submit your resume in English and indicate your level of English. At Toloka Annotators, we connect smart, curious people from around the world with freelance online tasks that train and improve artificial intelligence. What We Do The Toloka QA (Quality Assurance) Annotators connects individuals with Generative AI projects from leading tech innovators. Our mission is to unlock the full potential of AI by involving real people from around the world in the development process. About The Role Annotation is what helps AI make sense of the world. As a QA Annotator, you may be invited to take part in online projects such as rating AI-generated content, evaluating factual accuracy, or comparing responses — when projects are available. Responsibilities: Carefully review provided data (text, images, or videos) Review tasks submitted by the Annotators team and ensure quality assurance/quality control. Label or classify content based on project guidelines Identify and flag factually incorrect, sensitive, inappropriate, or unclear material Important note: This is project-based work. Tasks are available only when projects are active. You may be invited to one or more projects depending on your profile and current opportunities. Requirements You hold or are currently pursuing a Bachelor's, Master's or PhD Degree in any professional field You have advanced proficiency in Spanish (C1) and at least English (B2), both written and spoken Experience in QA, editing, teaching, consulting, or reviewing work in a professional or academic setting, including mentoring or training others (e.g., onboarding junior staff, conducting workshops, reviewing peer work). Excellent written communication and ability to give clear, structured and constructive feedback Proven experience in annotation or data labeling. Attention to details and ability to understand and follow instructions Genuine interest in technology and artificial intelligence Benefits Why this freelance opportunity might be a great fit for you? Get paid for your expertise, with rates that can go up to $22/hour depending on your skills, experience, and project needs Take part in a part-time, remote, freelance project that fits around your primary professional or academic commitments Work on advanced AI projects and gain valuable experience that enhances your portfolio Influence how future AI models understand and communicate in your field of expertise"
4233691170,Your Personal AI,https://www.linkedin.com/company/your-personal-ai/life,German Text Annotator – Freelance (Remote),Remote,5 months ago,,Not specified,"About the job Your Personal AI (YPAI) is a global leader in building smarter, multilingual AI systems. We specialize in data labeling and NLP model training for speech, text, and conversational AI. We're currently expanding our language team and are seeking native German speakers to support text annotation projects for AI training. About The Role As a freelance German Text Annotator, you’ll help train AI models by labeling and validating German-language text. Your job will include reviewing AI-generated sentences, tagging linguistic elements, and correcting errors to improve quality and understanding. This is fully remote with flexible hours, suitable for freelancers and language professionals looking for part-time or project-based work. Responsibilities Review German-language text generated by AI models Annotate and label sentences based on detailed guidelines Identify and correct grammar, spelling, or meaning errors Tag content for tone, intent, or context where required Communicate with the project team in English as needed Why Join Us 100% remote – work from anywhere Flexible scheduling – no fixed hours Ongoing projects – short- and long-term opportunities Real-world impact – help improve the accuracy of AI for global users Requirements Native-level fluency in German Comfortable reading and understanding English instructions Strong attention to detail and consistency Ability to follow structured annotation guidelines Experience in proofreading, translation, or data labeling is a plus"
4337450735,rilaton GmbH,https://www.linkedin.com/company/rilaton-gmbh/life,Interviewer/innen für Telefon-Befragungen - Minijob im Homeoffice,Remote,2 days ago,,Not specified,"About the job Wir bieten Dir einen Minijob in der Telefonmarktforschung an, den Du deutschlandweit aus dem Homeoffice machen kannst. Du benötigst keine Erfahrung in der Tätigkeit als Interviewer oder Interviewerin. Wenn Du 556 Euro pro Monat von zuhause dazu verdienen willst, kommunikativ bist und sehr gut Deutsch sprichst, dann suchen wir genau Dich. Die Tätigkeit als Interviewer:in ist gut für Quereinsteiger geeignet. Was wir machen Durch unsere telefonischen Umfragen geben wir Meinungen eine Stimme und sorgen dafür, dass diese in die Entwicklung von Produkten oder Dienstleistungen und in öffentliche Entscheidungen einfließen können. Markt- und Meinungsforschung will Meinungen erfragen – aber nichts verkaufen und macht auch keine Werbung. Es geht um wissenschaftliche Studien. Aufgaben Du befragst Menschen am Telefon für seriöse deutschlandweite Studien, u.a. zu den Themen Radiohören, Lebensqualität, Nachhaltigkeit, Reise- und Urlaubsverhalten und gesunde Ernährung. Wenn Du gerne telefonierst, Menschen am Telefon anhand eines vorgegebenen Fragebogens befragen willst und über gute Deutschkenntnisse verfügst, kannst Du bei uns als Telefon-Interviewer:in in der Markt- und Sozialforschung starten. Qualifikation Gute Telefon-InterviewerInnen bringen folgende wichtige Eigenschaften mit: Spaß am Telefonieren und beim Umgang mit Menschen Eine freundliche und sympathische Telefonstimme Eine deutliche und artikulierte Aussprache Ein sicheres Auftreten am Telefon Flexibilität, Teamgeist, Zuverlässigkeit und Einsatzbereitschaft Eine sorgfältige und genaue Arbeitsweise Gute PC-Kenntnisse Der Minijob als Interviewer*in ist gut für Quereinsteiger geeignet. Du solltest in Deutschland leben. Da Du diese Aufgabe im Rahmen eines Minijobs ausführst, werden ein Aufenthaltstitel (nur bei Nicht-EU Bürgern) und keine weitere Nebenbeschäftigung vorausgesetzt. Benefits Das bieten wir: verlässlicher Minijob als Interviewer:in max. 556 Euro pro Monat 12,82 Euro pro Stunde attraktives, sicheres Nebeneinkommen flexible Arbeitszeiten aktuelle Forschungsthemen 2-mal bis 3-mal pro Woche arbeiten regelmäßige Coachings und Schulungen angenehme Arbeitsatmosphäre in einem netten Team gut für Quereinsteiger geeignet Arbeiten im Telefonstudio oder zu 100% im Home Office Super flexible Arbeitszeiten: Die Tätigkeit ist in unserem Telefonstudio oder bundesweit im Homeoffice zu folgenden Zeiten möglich: Mo-Fr zwischen 15:45-20:45 Uhr Sa-So zwischen 10:15-15:15 Uhr Du kannst Deine Arbeitszeiten innerhalb der o.g. Zeiträume wählen. Wir erwarten 6-9 Arbeitsstunden pro Woche. Ein Arbeitseinsatz sollte mind. 3 Stunden am Stück andauern. Fundierte Schulungen und Trainings: Schon im Bewerbungsprozess erhältst Du weitere Informationen, Trainings und praktische Anwendungsmöglichkeiten um in der professionellen Telefonie fit zu werden. In der späteren Arbeitspraxis geben Dir unsere Supervisor*innen Feedback zu Deinen Talenten in der Telefonarbeit und im Umgang mit Gesprächspartnern. Wir freuen uns auf Dich und Deine Talente in der Telefonarbeit. Solltest Du vor der Bewerbung noch Fragen haben, wende Dich bitte an Frau Susanne Richter unter 06128-747-631. Dein rilaton Team :-) Desired Skills and Experience deutsch"
4332909872,INFUSE,https://www.linkedin.com/company/infuse/life,"Proofreader/Copy Editor (Remote, Contract)","Bucharest, Bucharest, Romania",6 days ago,62 applicants,Not specified,"About the job OUR HIRING PROCESS: We will review your application against our job requirements. We do not employ machine learning technologies during this phase as we believe every human deserves attention from another human. We do not think machines can evaluate your application quite like our seasoned recruiting professionals—every person is unique. We promise to give your candidacy a fair and detailed assessment. We may then invite you to submit a video interview for the review of the hiring manager. This video interview is often followed by a test or short project that allows us to determine whether you will be a good fit for the team. At this point, we will invite you to interview with our hiring manager and/or the interview team. Please note: We do not conduct interviews via text message, Telegram, etc. and we never hire anyone into our organization without having met you face-to-face (or via Zoom). You will be invited to come to a live meeting or Zoom, where you will meet our INFUSE team. From there on, it’s decision time! If you are still excited to join INFUSE and we like you as much, we will have a conversation about your offer. We do not make offers without giving you the opportunity to speak with us live. INFUSE is committed to complying with applicable data privacy and security laws and regulations. For more information, please see our Privacy Policy INFUSE is looking for a detail-oriented Proofreader/Copy Editor to join our team. You must be proficient in basic and advanced grammar rules and understand how they are used within our style guides. Our ideal candidate is meticulous in reviewing copy, noting errors such as punctuation, spelling, and word usage, and knows how to check statements for accuracy or potential plagiarism. Responsibilities Proofread materials for spelling, grammar, punctuation, syntax, usage, consistency, and brand voice Cross-check references and data Review output for consistency Review and occasionally rewrite internal documents Collaborate with team members Qualifications Excellent English writing skills 1+ proofreading experience At least one year of writing experience B2B writing experience (preferred) Great attention to detail Excellent communication skills Highly organized Agile and proactive Solutions-oriented Able to work EST hours We are an Equal Opportunity Employer. We make hiring decisions based on qualifications, merit, and business needs. We do not discriminate on the basis of race, color, religion, sex (including pregnancy, sexual orientation, and gender identity), national origin, age, disability, genetic information, or any other characteristic protected under applicable law. We welcome applicants from all backgrounds and believe that diversity of experience, culture, and perspective makes us stronger."
4304441292,DataAnnotation,https://www.linkedin.com/company/dataannotationtech/life,AI Tutor (Czech/English),Remote,"Czechia · Reposted 20 hours ago · Over 100 people clicked apply
4308920084,FindTutors,https://www.linkedin.com/company/findtutors-uk/life,Part-Time Tutoring Job for Graduates & University Students,United Kingdom,Reposted 6 days ago,,Not specified,"About the job Join the FindTutors Team! Have you ever thought about turning your knowledge into an opportunity? With FindTutors, you can! We invite you to join our growing community of tutors. This is more than just tutoring, it’s about inspiring students, sharing knowledge, and earning extra money doing what you love. Subjects in demand: Languages: English, Spanish, French, Italian, Chinese, Korean… STEM: Maths, Physics, Chemistry, Biology… All levels: Primary, Secondary, A-levels, University Music: Guitar, Piano… Computing: Programming, Web Design… Exam Support: GCSEs, A-Levels, test prep, homework help, study planning Requirements: No previous teaching experience required Strong knowledge of the subject you want to teach Benefits: Flexible schedule, work when you want Teach online from anywhere in the UK Set your own hourly rate Competitive salary 👉 Sign up for free today and become part of the UK’s largest tutoring community!"
4302216551,Toku,https://www.linkedin.com/company/usetoku/life,International Payroll Lead (Eastern Europe),Remote,1 month ago,,Not specified,"About the job About Toku Every company in the world runs payroll. But the rails underneath it haven’t changed since the 1970s. Toku is building what comes next - infrastructure that makes payroll work the way the internet does: instantly, globally, and without unnecessary friction. ‍ We enable companies to pay teams in stablecoins, fiat, or tokens - without switching systems, retraining staff, or giving up compliance. With one API, Toku connects into platforms like ADP, Gusto, or Workday, and upgrades the back end to move money in seconds instead of days. We're building the future of payroll and we're just getting started. To learn more, check our website. About The Role Toku is looking for an experienced payroll expert to manage all BAU payroll aspects, and to lead key projects and initiatives. The successful candidate needs to be able to deliver on setting up processes, entities and best practices, whilst balancing the needs of the BAU processes, with minimal supervision. They will be the lead on Eastern European payrolls and be point of contact for additional as when required. Duties And Responsibilities Liaise with internal stakeholders to verify, collect and organise payroll data before submitting to payroll providers/processing payroll with localised software Prepare data for submission to the suppliers via various methods across multiple countries Liaise with payroll providers on submissions and deal with any related queries Review and reconcile payroll data within agreed upon timeframes ensuring employees and third parties, get paid accurately, compliantly and in a timely fashion First line contact for queries from internal employees, external contributors, internal partners and vendors Address inquiries from various internal teams, such as HR, finance, etc Ensure up to date records, processes and procedures Ensure implementation new country payrolls compliantly and efficiently Ensure smooth transitions of current providers to new providers Able to troubleshoot, take ownership and resolve issues from start to end Provide cover support as and when required Minimum Qualifications Strong multinational payroll experience with a minimum of three years Solid functional knowledge of payroll processing and best practices Excellent attention to detail and highly numerate, with strong ownership and problem-solving competencies Capable of working independently whilst using own initiative, as well as a member of the team and in partnership with external vendors Strong organisational and time management skills and the ability to work in an agile environment whilst remaining flexible and adaptable to change Strong verbal and written communication skills Critical thinking skills to questions the why and the how, thinks about impact for the future Strong knowledge of Excel and Google sheets Additional Nice To Have Qualifications Additional language skills will be an advantage Crypto compensation experience Benefits And Compensation Remote anywhere in the world Remote-first work culture Flexible working hours Competitive salary Apple/Windows laptop Toku is an equal opportunity employer, and we are committed to being a diverse team that reflects a broad range of background, thought, and experience. We do not discriminate based on race, color, religion, sex, gender identity, sexual orientation, age, national origin, status as an individual with a disability, status as protected veteran, or any other legally protected characteristics. Women, minorities, LGBTQ+, and people from underrepresented backgrounds are strongly encouraged to apply. We strongly encourage you use Rezi.ai to vet resume quality before applying. We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us."
4305259375,LingoTribe,https://www.linkedin.com/company/lingotribe/life,Voice AI Trainer - Deutsch (German)- up to $25 USD/ hour,Remote,1 month ago,,Not specified,"About the job LingoTribe ist eine globale Sprachplattform, auf der Sie Geld verdienen, indem Sie einfach in Ihrer Muttersprache sprechen. Ihre Gespräche stärken eine KI, die Ihre Sprache und Kultur versteht – so wird Technologie für jeden zugänglich. Telefonieren Sie mit Freunden oder der Familie in Ihrer Muttersprache und fangen Sie an zu verdienen. Erfolg in dieser Rolle bedeutet, natürliche, bedeutungsvolle Gespräche in Ihrer Muttersprache mit einem externen Mikrofon in professioneller Qualität und Ihrem Laptop/Computer zu führen. Diese Rolle ist von zentraler Bedeutung für LingoTribes Mission, KI zugänglich und repräsentativ für alle Stimmen weltweit zu machen. Direkt bewerben (bevorzugt): https://lingotribe.world/apply Aufgaben Führen Sie authentische, ungeskriptete Sprachgespräche in Ihrer Muttersprache (mindestens 30 Minuten pro Sitzung). Nutzen Sie Ihren Computer und ein Kondensatormikrofon in professioneller Qualität (ein externes USB-Aufnahmemikrofon ist geeignet, solange die Ausgabe unseren Standards entspricht), um Gespräche über die LingoTribe-Plattform aufzunehmen und einzureichen. Arbeiten Sie mit Ihrer sprachspezifischen Community-Gruppe zusammen, um Unterstützung, Ideen und Feedback zu erhalten. Stellen Sie in einer ruhigen Umgebung klare, hörbare und qualitativ hochwertige Sprachaufnahmen sicher. Halten Sie sich an die einfachen Richtlinien des LingoTribe-Teams, um Qualität und Konsistenz zu gewährleisten. Tragen Sie zur Entwicklung einer inklusiven KI bei, indem Sie natürlich über Alltagsthemen, Kultur und Lebenserfahrungen sprechen. Qualifikationen Fließende Deutschkenntnisse oder Kenntnisse in einer unserer unterstützten Sprachen (Japanisch, Koreanisch, Vietnamesisch, Mandarin-Chinesisch). Zugang zu einem externen Kondensatormikrofon in professioneller Qualität or default Macbook Mic (Beispiel: FIFINE k669, Shure SM7B usw. mit Popschutz). Eine konstant stabile Internetverbindung. Die Möglichkeit, in einer ruhigen, ablenkungs- und geräuschfreien Umgebung aufzunehmen. Externe Kopfhörer besitzen. Fähigkeit, natürliche, fesselnde und ungeskriptete Gespräche mit Freunden oder Familienmitgliedern zu führen. Hinweis: Es sind keine Vorkenntnisse oder besonderen Fähigkeiten erforderlich – seien Sie einfach Sie selbst und sprechen Sie natürlich. Warum sollten Sie LingoTribe beitreten? Flexible Arbeit: Verdienen Sie in Ihrem eigenen Tempo, ohne Mindestarbeitszeiten. Arbeiten Sie von überall: 100 % remote und nach Ihrem eigenen Zeitplan. Schaffen Sie eine globale Wirkung: Helfen Sie, die sprachliche Vielfalt zu erhalten und Technologie zugänglicher zu machen. Vergütung Bis zu 20-25 USD pro Stunde (abhängig von der erfolgreichen Qualitätsprüfung). Erwartete Arbeitsstunden: 15 – 40 Stunden pro Woche. Die Zahlungen erfolgen direkt in lokaler Währung nach jeder qualifizierten Sitzung. Vorteile Arbeiten von zu Hause aus. Legen Sie Ihre eigenen Arbeitszeiten fest. Inklusive, unterstützende globale Gemeinschaft. Tragen Sie zu einer bedeutungsvollen Mission bei. Bei Fragen können Sie sich gerne an support@lingotribe.world wenden. Besuchen Sie: https://lingotribe.world Direktes Antragsformular: https://lingotribe.world/apply Wir freuen uns über Bewerber aller Hintergründe und Identitäten."
4312250352,Studibucht.de,https://www.linkedin.com/company/studibucht-de/life,Ghostwriter*in für langfristige Zusammenarbeit (Remote),"€3,000/month",3 weeks ago,,Not specified,"About the job Guten Tag! Sie lieben es, Wissen zu vermitteln und flexibel zu arbeiten? Dann werden Sie Teil unseres Teams! Wir bieten abwechslungsreiche Projekte - 100 % Remote. Aufgaben Interessante und abwechslungsreiche Aufgaben. Qualifikation Hochschulbildung; Sehr gute Deutschkenntnisse in Wort & Schrift; Zuverlässigkeit, Selbstorganisation, Verschwiegenheit. Benefits 100 % Remote-Arbeit: orts- & zeitunabhängig; Zahlung zweimal im Monat; Flexible Projektwahl; Anonymität; Langfristige Zusammenarbeit und Bonusprogramme. Schreiben uns eine E-Mail und schicken Ihre Bewerbungsunterlagen. Wir werden uns so schnell wie möglich bei Ihnen melden!"
